year,cause_of_death,composition_effect,rate_effect,gap,composition_lo,composition_hi,rate_lo,rate_hi,gap_lo,gap_hi
2005,Hemorrhage,0.225828698364721,-0.1320490870677147,0.0937796112970063,0.20420534293578133,0.2462677493057917,-0.17384470330797644,-0.08679104499380016,0.05550816950285163,0.14112151238855747
2005,Necrotizing enterocolitis,0.17088934806627773,0.04982921124809253,0.22071855931437026,0.1531739083894188,0.18959917011299351,0.013395120530347951,0.0885700721932884,0.17754630758084605,0.2683033986292852
2005,Congenital malformations,0.5296251572144173,-0.11101676573452557,0.4186083914798917,0.5007582963169743,0.5598219049217691,-0.21397759968119404,-0.007175941222432257,0.3132605420434712,0.5269297935911149
2005,SIDS (R95),0.052433006000351605,0.38217122823523714,0.43460423423558875,0.04215128157844365,0.06384628910598733,0.29796697218839335,0.4738729616247725,0.3462195623978577,0.5245004254822296
2005,Ill-defined/unspecified (R99),0.058508918864796214,0.31884706026569415,0.37735597913049035,0.047276327700205144,0.07002435299452275,0.25808027476170436,0.38992856234465584,0.31324098300387837,0.44837828760384935
2005,Unintentional injuries,0.008358602440615898,0.08802630475282444,0.09638490719344034,0.0037364414129877873,0.012586815080112279,0.049384841105196475,0.13005434755197826,0.05723149074301537,0.1379325436830946
2005,Accidental suffocation in bed (W75),0.010440916689574663,0.10463637275979333,0.11507728944936799,0.005058241491354688,0.015660536161815484,0.0649833544152203,0.14784330678143398,0.0751785181113043,0.15758398455569606
2005,Assault (homicide),0.004919076314259804,0.07914929347134031,0.08406836978560012,0.0012390946133223188,0.00909989846173926,0.04815310095215263,0.10984567474235725,0.05197165535201741,0.11532020499677932
2006,Infection,0.37345686367064057,0.17007650827074108,0.5435333719413816,0.34620154575254153,0.4007179221396078,0.10804070133548882,0.2361015734771317,0.47496259696234017,0.6214563678139523
2006,Other,1.2906157803818143,0.286146027769229,1.5767618081510433,1.242761326082827,1.3409685514393253,0.16709898209713717,0.4102470319688788,1.4470701580572234,1.708739974766259
